srcStateName,srcDistrictName,District and Taluk Court Case type,Pending cases for a period of 0 to 1 Years,Pending cases for a period of 1 to 3 Years,Pending cases for a period of 3 to 5 Years,Pending cases for a period of 5 to 10 Years,Pending cases for a period of 10 to 20 Years,Pending cases for a period of 20 to 30 Years,Pending cases over 30 Years,Pending cases,Original pending cases,Pending Appeal cases,Pending Application cases,Pending Execution cases,Cases pending at Appearance or Service-Related stage,Cases pending at Compliance or Steps or stay stage,Cases pending at Evidence or Argument or Judgement stage,Cases pending at Pleadings or Issues or Charge stage,Cases instituted in last month,Cases disposed in last month,Cases filed by Senior Citizens,Cases filed by women,Cases delayed in disposal,,,Delay_Ratio,Old_Pending_Percentage,Pending_Case_Growth,Case_Disposal_Rate,Pending_to_Disposed_Ratio,Normalized_Case_Disposal_Rate,Normalized_Delay_Ratio,Normalized_Old_Pending_Percentage,Normalized_Pending_Case_Growth,Normalized_Pending_to_Disposed_Ratio,Court_Efficiency_Index_PCA_Absolute
Punjab,Rupnagar,Civil,6943,4309,2113,577,30,0,0,13972,8968,1180,1253,2571,4810,1587,5415,2159,115,0,3897,2189,4685,,,0.335289487,0.043440922,0.999928433,0,13972,0,0.233771422,0.066418104,0.999946693,0.255140426,0.484017372
Punjab,Rupnagar,Criminal,5129,3052,1424,350,25,0,0,9980,6989,1096,1895,0,3443,319,5369,848,478,317,649,1868,3012,,,0.301773369,0.037571386,0.968139465,0.031760345,31.3836478,0.045371921,0.210403226,0.057443997,0.968157144,0.000573092,0.53129147
Punjab,Rupnagar,Total,12072,7361,3537,927,55,0,0,23952,15957,2276,3148,2571,8253,1906,10784,3007,593,317,4546,4057,7697,,,0.32133762,0.040996952,0.986724001,0.01323425,75.32075472,0.018906072,0.224043865,0.062681447,0.98674202,0.00137542,0.51730451
Punjab,Fatehgarh Sahib,Civil,4889,3103,1275,434,55,1,0,9757,7158,680,1008,911,2934,902,4175,1746,145,1,1989,1129,3320,,,0.340233654,0.050215208,0.99979504,0.00010248,4878.5,0.0001464,0.237218608,0.076775509,0.999813297,0.089085497,0.495957261
Punjab,Fatehgarh Sahib,Criminal,4399,2865,1523,385,17,1,0,9190,7111,576,1503,0,3317,335,4681,854,456,395,528,862,3237,,,0.352192362,0.043847242,0.956914373,0.042976825,23.20707071,0.061395465,0.24555649,0.067039339,0.956931847,0.000423781,0.526236036
Punjab,Fatehgarh Sahib,Total,9288,5968,2798,819,72,2,0,18947,14269,1256,2511,911,6251,1237,8856,2600,601,396,2517,1991,6557,,,0.346052354,0.047128985,0.979047921,0.020899303,47.72544081,0.029856148,0.241275537,0.072056892,0.979065799,0.000871507,0.514791827
Punjab,Patiala,Civil,17468,11512,4985,2188,154,7,1,36315,25134,2426,2504,6251,1819,3995,24899,5595,263,4,5537,3524,16211,,,0.446387267,0.06470977,0.99986232,0.000110144,7263,0.000157349,0.311231311,0.098936672,0.999880578,0.132628465,0.468841822
Punjab,Patiala,Criminal,18367,11337,5750,1948,53,2,0,37457,30918,2169,4370,0,1978,1332,31373,2750,1519,971,1713,3287,15237,,,0.406775589,0.053473223,0.974050937,0.025922366,38.53600823,0.037031952,0.283613151,0.081756785,0.974068724,0.0007037,0.504873763
Punjab,Patiala,Total,35835,22849,10735,4136,207,9,1,73772,56052,4595,6874,6251,3797,5327,56272,8345,1782,975,7250,6811,31448,,,0.426280618,0.059005327,0.986770228,0.013216217,75.58606557,0.01888031,0.297212499,0.090214981,0.986788247,0.001380265,0.493050655
Punjab,Ferozepur,Civil,7635,3537,1494,332,19,2,0,13019,8424,597,969,3029,6819,701,4132,1365,90,3,2083,1337,4641,,,0.356451613,0.027112135,0.99969278,0.000230415,3254.75,0.000329164,0.248526136,0.041452541,0.999711036,0.059434462,0.504912405
Punjab,Ferozepur,Criminal,8200,3555,1260,268,8,0,0,13291,10393,711,2187,0,6569,154,5722,839,767,635,637,1375,4322,,,0.32515799,0.02076437,0.95215167,0.047773097,20.89779874,0.068247281,0.226707513,0.031747256,0.952169057,0.000381611,0.541960249
Punjab,Ferozepur,Total,15835,7092,2754,600,27,2,0,26310,18817,1308,3156,3029,13388,855,9854,2204,857,638,2720,2712,8963,,,0.340655999,0.023906351,0.97571358,0.024248413,41.17370892,0.03464059,0.237513077,0.036551124,0.975731397,0.000751866,0.526274211
Punjab,Amritsar,Civil,14486,8829,4763,1932,132,1,0,30143,22575,2028,2700,2840,12186,2560,10949,4439,177,6,4700,2249,9643,,,0.319897824,0.068504512,0.999767781,0.000199045,4306.142857,0.000284349,0.223040006,0.104738564,0.999786038,0.078633776,0.493311012
Punjab,Amritsar,Criminal,24915,13559,7659,2351,103,1,0,48588,39078,2031,7479,0,21821,919,22729,3084,2041,1723,1050,2484,20015,,,0.41192451,0.050525839,0.964518718,0.035460701,28.18329466,0.050658144,0.287203096,0.077250443,0.964536331,0.000514651,0.509984049
Punjab,Amritsar,Total,39401,22388,12422,4283,235,2,0,78731,61653,4059,10179,2840,34007,3479,33678,7523,2218,1729,5750,4733,29658,,,0.376695626,0.057409948,0.978026724,0.021960575,45.50924855,0.03137225,0.26264072,0.087775759,0.978044583,0.000831037,0.506321983
Punjab,Faridkot,Civil,4499,1839,707,199,32,0,1,7277,5053,356,575,1293,2827,904,2481,1065,52,1,1628,1201,1992,,,0.273701566,0.031876889,0.999725199,0.0001374,3638.5,0.000196286,0.19083093,0.048737514,0.999743455,0.066442058,0.516084506
Punjab,Faridkot,Criminal,5302,2636,1103,149,11,0,0,9201,6790,609,1802,0,3252,449,4877,619,478,322,431,1156,2646,,,0.287546186,0.017387524,0.964898935,0.034992393,28.48606811,0.049989133,0.200483712,0.026584298,0.964916555,0.000520179,0.54300966
Punjab,Faridkot,Total,9801,4475,1810,348,43,0,1,16478,11843,965,2377,1293,6079,1353,7358,1684,530,323,2059,2357,4638,,,0.281449117,0.023787851,0.980338613,0.019600704,50.85802469,0.028001006,0.196232697,0.036369946,0.980356515,0.00092871,0.533745881
Punjab,Gurdaspur,Civil,9116,4790,2148,748,75,5,0,16882,12011,1729,1398,1744,5147,1282,8148,2304,151,2,2347,2576,3716,,,0.220103062,0.049043416,0.999822306,0.000118462,5627.333333,0.000169232,0.153460839,0.074983923,0.999840564,0.102759821,0.514997796
Punjab,Gurdaspur,Criminal,9459,5243,3017,707,20,0,0,18446,14451,1067,2928,0,6500,432,10168,1342,791,740,615,2529,3852,,,0.208814441,0.039410202,0.959830867,0.040114924,24.89338731,0.057307034,0.145590157,0.060255418,0.959848394,0.000454574,0.55016928
Punjab,Gurdaspur,Total,18575,10033,5165,1455,95,5,0,35328,26462,2796,4326,1744,11647,1714,18316,3646,942,742,2962,5105,7568,,,0.214214951,0.044014832,0.978969119,0.021002576,47.54777927,0.03000368,0.149355514,0.067295572,0.978986996,0.000868262,0.537818576
Punjab,Kapurthala,Civil,4824,2724,1160,424,36,2,1,9171,5550,1070,895,1656,4163,620,3037,1350,77,9,2206,1566,1082,,,0.117967728,0.050479721,0.998909725,0.000981247,917.1,0.001401782,0.082249771,0.077179931,0.998927966,0.016747014,0.539694469
Punjab,Kapurthala,Criminal,9518,4260,2007,708,16,0,0,16509,13158,915,2439,0,6281,356,9151,722,692,640,764,1214,1388,,,0.08407026,0.043852211,0.961175045,0.038764385,25.7550702,0.055377693,0.058615689,0.067046936,0.961192597,0.000470309,0.568401646
Punjab,Kapurthala,Total,14342,6984,3167,1132,52,2,1,25680,18708,1985,3334,1656,10444,976,12188,2072,769,649,2970,2780,2470,,,0.096180055,0.046220942,0.974689459,0.025271602,39.50769231,0.036102288,0.067058912,0.070668558,0.974707258,0.000721444,0.558651936
Punjab,Moga,Civil,5635,2396,797,246,18,0,0,9092,5764,798,712,1818,4155,700,3240,996,81,1,1733,1400,1958,,,0.215330474,0.029033322,0.999780051,0.000109975,4546,0.000157107,0.150133282,0.044389901,0.999798307,0.083013769,0.525273583
Punjab,Moga,Criminal,6213,3026,1693,431,11,0,0,11374,9011,874,1491,0,4576,240,6061,496,741,559,415,993,3240,,,0.284835165,0.038857143,0.950769231,0.049142857,20.31071429,0.070204082,0.198593527,0.059409829,0.950786593,0.000370891,0.542392011
Punjab,Moga,Total,11848,5422,2490,677,29,0,0,20466,14775,1672,2203,1818,8731,940,9301,1492,822,560,2148,2393,5198,,,0.253969805,0.034494552,0.972590023,0.027361118,36.48128342,0.039087311,0.177073499,0.052739736,0.972607783,0.000666179,0.538128009
Punjab,Mansa,Civil,4826,1684,660,303,26,2,0,7501,4618,651,631,1601,2926,590,3013,972,66,0,1306,1246,1685,,,0.224606772,0.044121568,0.999866702,0,7501,0,0.156600927,0.067458763,0.999884961,0.136974544,0.512943888
Punjab,Mansa,Criminal,5370,4035,2074,325,2,0,0,11806,9915,574,1317,0,2859,379,7782,781,529,443,324,1230,3998,,,0.338612687,0.027695435,0.962395189,0.037520115,26.59009009,0.053600165,0.236088433,0.042344366,0.962412763,0.000485557,0.531897942
Punjab,Mansa,Total,10196,5719,2734,628,28,2,0,19307,14533,1225,1948,1601,5785,969,10795,1753,595,443,1630,2476,5683,,,0.294333955,0.034079138,0.977004351,0.022943857,43.48423423,0.032776939,0.205216298,0.052104597,0.977022191,0.000794059,0.529374768
Punjab,Sri Muktsar Sahib,Civil,5078,2638,1116,364,21,1,0,9218,6333,689,643,1553,3915,654,3372,1276,37,0,1378,947,153,,,0.01659616,0.041870051,0.999891528,0,9218,0,0.011571219,0.064016353,0.999909787,0.168328403,0.545288775
Punjab,Sri Muktsar Sahib,Criminal,7051,5386,3098,835,15,0,0,16385,13923,895,1567,0,5834,337,9541,663,423,307,628,995,148,,,0.009032101,0.051873551,0.981203466,0.018735506,53.19805195,0.026765008,0.006297385,0.079310998,0.981221384,0.000971441,0.567570996
Punjab,Sri Muktsar Sahib,Total,12129,8024,4214,1199,36,1,0,25603,20256,1584,2210,1553,9749,991,12913,1939,460,307,2006,1942,301,,,0.011755976,0.048273707,0.98797063,0.011990314,83.12662338,0.01712902,0.008196532,0.073807092,0.987988671,0.001517962,0.565037784
Punjab,SBS Nagar,Civil,4010,2166,737,255,32,0,0,7200,5022,675,843,660,2901,368,2779,1152,65,1,2013,1480,2161,,,0.300097209,0.039855576,0.999722261,0.00013887,3600,0.000198385,0.209234569,0.060936363,0.999740517,0.065739016,0.508733252
Punjab,SBS Nagar,Criminal,3166,2024,1002,203,8,1,0,6404,4536,562,1306,0,2251,113,3381,588,347,283,366,893,2598,,,0.405620609,0.033099141,0.955659641,0.044184231,22.54929577,0.06312033,0.282807873,0.050606251,0.955677092,0.000411769,0.522143197
Punjab,SBS Nagar,Total,7176,4190,1739,458,40,1,0,13604,9558,1237,2149,660,5152,481,6160,1740,412,284,2379,2373,4759,,,0.349797868,0.036677692,0.979051819,0.020874678,47.73333333,0.029820969,0.243886995,0.056077603,0.979069697,0.000871651,0.518166687
Punjab,Barnala,Civil,3839,1598,544,177,15,1,0,6174,4195,459,580,940,2385,578,2099,1108,66,3,952,1478,1801,,,0.291659919,0.031255061,0.999352227,0.00048583,1543.5,0.000694043,0.2033519,0.047786782,0.999370476,0.028185603,0.517059294
Punjab,Barnala,Criminal,4837,2635,1016,240,12,0,0,8740,6642,516,1582,0,3907,153,3944,733,578,521,249,1279,2473,,,0.282919574,0.028829653,0.940281432,0.059604164,16.74329502,0.085148806,0.197257934,0.044078506,0.940298603,0.000305747,0.551842602
Punjab,Barnala,Total,8676,4233,1560,417,27,1,0,14914,10837,975,2162,940,6292,731,6043,1841,644,524,1201,2757,4274,,,0.286557157,0.029835736,0.964800536,0.035132417,28.40761905,0.050189167,0.199794139,0.045616735,0.964818154,0.000518747,0.538468397
Punjab,Bathinda,Civil,11251,5542,2575,981,157,5,0,20511,14055,1040,1947,3325,7487,2151,7475,3385,111,7,3251,3382,5317,,,0.259214119,0.055723479,0.999609984,0.000341264,2563.875,0.00048752,0.180729953,0.085197267,0.999628238,0.046818506,0.511238448
Punjab,Bathinda,Criminal,14976,7476,4964,1134,24,0,0,28574,22839,1859,3674,0,11159,667,15092,1647,1242,1616,874,3428,9084,,,0.317900262,0.040524934,0.943412073,0.056552931,17.67099567,0.080789901,0.221647261,0.061959765,0.943429301,0.000322687,0.540023649
Punjab,Bathinda,Total,26227,13018,7539,2115,181,5,0,49085,36894,2899,5621,3325,18646,2818,22567,5032,1353,1623,4125,6810,14401,,,0.293383042,0.04687691,0.96691521,0.033064418,30.22475369,0.047234882,0.2045533,0.071671487,0.966932867,0.000551929,0.529757744
Punjab,Hoshiarpur,Civil,9635,5814,3086,1396,92,1,0,20024,13491,2896,1341,2296,6969,1557,8138,3358,170,1,5455,3576,4629,,,0.231161049,0.074357054,0.999900125,4.99E-05,10012,7.13E-05,0.161170718,0.113686688,0.999918384,0.182827508,0.496067939
Punjab,Hoshiarpur,Criminal,9438,5856,2581,957,41,0,0,18873,13549,1959,3365,0,7183,502,9364,1822,810,716,1225,2679,4313,,,0.228515418,0.052876974,0.962011232,0.037935785,26.32217573,0.054193978,0.159326124,0.080845161,0.9620288,0.000480665,0.540654164
Punjab,Hoshiarpur,Total,19073,11670,5667,2353,133,1,0,38897,27040,4855,4706,2296,14152,2059,17502,5180,980,717,6680,6255,8942,,,0.229883284,0.063936449,0.981541467,0.018432824,54.17409471,0.026332606,0.160279831,0.097754319,0.981559391,0.000989264,0.52629212
Punjab,Sangrur,Civil,11589,7363,3659,1362,92,1,1,24067,15924,2266,1401,4476,8639,2525,9327,3568,157,1,3960,2802,7795,,,0.323874024,0.060495263,0.999916902,4.15E-05,12033.5,5.94E-05,0.225812303,0.092492989,0.999935161,0.219741792,0.482648162
Punjab,Sangrur,Criminal,13612,7883,4338,1230,22,0,0,27085,21065,1672,4348,0,11883,660,12655,1882,1186,1072,1103,2504,9250,,,0.341504836,0.046223141,0.960385439,0.039577642,25.24231128,0.056539488,0.238104905,0.070671921,0.960402976,0.000460946,0.525356573
Punjab,Sangrur,Total,25201,15246,7997,2592,114,1,1,51152,36989,3938,5749,4476,20522,3185,21982,5450,1343,1073,5063,5306,17045,,,0.333216038,0.052939222,0.979004164,0.020976287,47.62756052,0.029966124,0.232325767,0.080940334,0.979022041,0.000869719,0.514720109
Punjab,Pathankot,Civil,4245,3082,1771,704,7,3,0,9812,7002,550,970,1290,3083,1086,4163,1477,63,1,2989,1753,6147,,,0.626413941,0.072760624,0.999796189,0.000101906,4906,0.000145579,0.436749984,0.111245859,0.999814446,0.08958767,0.439984215
Punjab,Pathankot,Criminal,5052,3116,1222,355,4,0,0,9749,7105,377,2267,0,4095,364,4660,629,267,162,483,1985,4433,,,0.454666667,0.036820513,0.983282051,0.016615385,59.80981595,0.023736264,0.317003895,0.056295966,0.983300007,0.001092177,0.498616765
Punjab,Pathankot,Total,9297,6198,2993,1059,11,3,0,19561,14107,927,3237,1290,7178,1450,8823,2106,330,163,3472,3738,10580,,,0.540844494,0.054851242,0.991616399,0.008332481,119.2743902,0.011903545,0.377089028,0.083863679,0.991634507,0.00217805,0.473177166
Punjab,Tarn Taran,Civil,4657,2202,1017,434,13,0,0,8323,5487,192,1133,1511,4462,559,2303,987,67,0,1209,816,2631,,,0.316074003,0.053700144,0.999879865,0,8323,0,0.220373952,0.082103731,0.999898124,0.151984953,0.492775283
Punjab,Tarn Taran,Criminal,6654,4133,2266,1105,21,1,0,14180,12310,341,1529,0,6784,149,6543,687,567,559,353,601,7311,,,0.515548974,0.079472534,0.960510542,0.039418941,25.32142857,0.056312773,0.359452419,0.121507896,0.960528082,0.000462391,0.48379058
Punjab,Tarn Taran,Total,11311,6335,3283,1539,34,1,0,22503,17797,533,2662,1511,11246,708,8846,1674,634,559,1562,1417,9942,,,0.441788127,0.069943121,0.975115535,0.024840028,40.18392857,0.035485755,0.308024686,0.106938097,0.975133341,0.000733792,0.492236131
Punjab,Mohali,Civil,11255,8619,3653,1993,77,1,0,25598,15666,1760,2224,5948,10843,2102,7933,4669,92,1,5053,3953,11765,,,0.459588265,0.080901598,0.999921872,3.91E-05,12799,5.58E-05,0.320435345,0.123692834,0.999940131,0.233720463,0.45111765
Punjab,Mohali,Criminal,11097,6940,4323,1819,99,12,0,24290,19029,1168,4093,0,9674,600,11611,2387,1378,988,1010,2595,11359,,,0.467621753,0.079453295,0.959285332,0.0406735,24.56016178,0.058105001,0.326036475,0.121478482,0.959302849,0.000448489,0.49234663
Punjab,Mohali,Total,22352,15559,7976,3812,176,13,0,49888,34695,2928,6317,5948,20517,2702,19544,7056,1470,989,6063,6548,23124,,,0.46350899,0.08019804,0.980155946,0.019824009,50.39191919,0.028320013,0.323168963,0.122617143,0.980173845,0.000920199,0.482164493
Punjab,Fazilka,Civil,6871,3470,1302,280,11,1,0,11935,7267,831,1191,2647,4913,967,4299,1756,101,0,2035,1712,2450,,,0.205261394,0.024463807,0.99991622,0,11935,0,0.143112892,0.037403434,0.999934479,0.217943099,0.5162001
Punjab,Fazilka,Criminal,9631,5480,2136,562,6,1,0,17816,11369,1780,4668,0,7019,435,9180,1181,955,611,970,2997,4136,,,0.232137846,0.031935792,0.965650783,0.034293091,29.11111111,0.04899013,0.161851763,0.048827572,0.965668417,0.000531593,0.546230165
Punjab,Fazilka,Total,16502,8950,3438,842,17,2,0,29751,18636,2611,5859,2647,11932,1402,13479,2937,1056,611,3005,4709,6586,,,0.22136327,0.028939231,0.979429954,0.020536435,48.6127451,0.029337764,0.154339484,0.044246042,0.97944784,0.000887709,0.542173502
Sikkim,Namchi,Civil,117,21,0,0,0,0,0,138,107,12,8,11,29,18,62,17,22,31,19,29,3,,,0.021582734,0,0.769784173,0.223021583,4.3125,0.318602261,0.015047971,0,0.76979823,7.87E-05,0.690192979
Sikkim,Namchi,Criminal,143,126,2,0,0,0,0,271,254,2,15,0,12,3,246,10,41,41,3,7,80,,,0.294117647,0,0.845588235,0.150735294,6.452380952,0.215336134,0.205065483,0,0.845603676,0.000117826,0.607862139
Sikkim,Namchi,Total,260,147,2,0,0,0,0,409,361,14,23,11,41,21,308,27,63,72,22,36,83,,,0.202439024,0,0.82195122,0.175609756,5.602739726,0.25087108,0.141145072,0,0.821966229,0.000102311,0.635299093
Sikkim,Mangan,Civil,20,1,0,0,0,0,0,21,13,0,6,2,6,12,2,1,4,2,2,6,0,,,0,0,0.863636364,0.090909091,7,0.12987013,0,0,0.863652134,0.000127826,0.63558329
Sikkim,Mangan,Criminal,8,0,1,0,0,0,0,9,8,0,1,0,1,1,6,0,5,7,0,0,0,,,0,0,0.2,0.7,1.125,1,0,0,0.200003652,2.05E-05,0.955347252
Sikkim,Mangan,Total,28,1,1,0,0,0,0,30,21,0,7,2,7,13,8,1,9,9,2,6,0,,,0,0,0.677419355,0.290322581,3,0.414746544,0,0,0.677431725,5.48E-05,0.733342965
Sikkim,Gyalshing,Civil,62,5,1,0,0,0,0,68,60,2,0,6,22,23,19,4,13,15,6,25,1,,,0.014492754,0,0.768115942,0.217391304,4.25,0.310559006,0.010104676,0,0.768129968,7.76E-05,0.690151036
Sikkim,Gyalshing,Criminal,35,7,0,0,0,0,0,42,39,0,3,0,12,2,27,1,21,6,0,0,0,,,0,0,0.837209302,0.139534884,6,0.199335548,0,0,0.83722459,0.000109565,0.655183891
Sikkim,Gyalshing,Total,97,12,1,0,0,0,0,110,99,2,3,6,34,25,46,5,34,21,6,25,1,,,0.009009009,0,0.801801802,0.189189189,5,0.27027027,0.006281285,0,0.801816443,9.13E-05,0.675590343
Sikkim,Gangtok,Civil,262,94,29,13,0,0,0,398,309,15,26,48,55,107,175,58,39,48,95,124,32,,,0.080200501,0.032581454,0.877192982,0.120300752,8.12244898,0.171858217,0.055917606,0.049814743,0.877209001,0.000148323,0.615106197
Sikkim,Gangtok,Criminal,431,239,20,3,3,0,0,696,587,8,101,0,72,27,510,80,123,78,13,78,76,,,0.109038737,0.008608321,0.886657102,0.111908178,8.810126582,0.159868826,0.076024277,0.013161516,0.886673293,0.00016088,0.615040965
Sikkim,Gangtok,Total,693,333,49,16,3,0,0,1094,896,23,127,48,127,134,685,138,162,126,108,202,108,,,0.098630137,0.017351598,0.884018265,0.115068493,8.614173228,0.164383562,0.068767165,0.026529369,0.884034408,0.000157302,0.614893192
Sikkim,PAKYONG,Civil,5,2,2,0,0,0,0,9,8,0,0,1,0,3,6,0,0,0,1,3,2,,,0.2,0,0.9,0,9,0,0.139444529,0,0.900016435,0.000164348,0.568798563
Sikkim,PAKYONG,Criminal,17,2,0,0,0,0,0,19,16,0,0,0,6,1,9,2,7,2,0,3,1,,,0.05,0,0.85,0.1,6.333333333,0.142857143,0.034861132,0,0.850015522,0.000115652,0.632926919
Sikkim,PAKYONG,Total,22,4,2,0,0,0,0,28,24,0,0,1,6,4,15,2,7,2,1,6,3,,,0.103448276,0,0.896551724,0.068965517,9.333333333,0.098522167,0.07212648,0,0.896568096,0.000170434,0.604953059
Sikkim,SORENG,Civil,32,1,1,0,0,0,0,34,31,1,0,2,6,7,15,5,2,8,6,8,0,,,0,0,0.742857143,0.228571429,3.777777778,0.326530612,0,0,0.742870708,6.90E-05,0.701335721
Sikkim,SORENG,Criminal,43,2,0,0,0,0,0,45,41,0,4,0,3,3,10,6,16,6,1,0,0,,,0,0,0.847826087,0.130434783,6.428571429,0.186335404,0,0,0.847841569,0.000117391,0.650249227
Sikkim,SORENG,Total,75,3,1,0,0,0,0,79,72,1,4,2,9,10,25,11,18,14,7,8,0,,,0,0,0.8125,0.175,5.266666667,0.25,0,0,0.812514837,9.62E-05,0.670692891
Manipur,Imphal East,Civil,845,468,300,264,38,5,0,1920,923,36,791,158,77,306,1339,156,116,118,648,326,648,,,0.33732431,0.159812598,0.938053097,0.06142634,16.13445378,0.087751915,0.235190147,0.244342184,0.938070227,0.000294629,0.493711898
Manipur,Imphal East,Criminal,347,196,81,119,13,1,7,764,346,11,378,21,91,106,510,31,104,90,36,246,233,,,0.304575163,0.183006536,0.881045752,0.117647059,8.395604396,0.168067227,0.212356701,0.279804079,0.88106184,0.000153311,0.518822124
Manipur,Imphal East,Total,1192,664,381,383,51,6,7,2684,1269,47,1169,179,168,412,1849,187,220,208,684,572,881,,,0.328119181,0.166480447,0.922160149,0.077467412,12.84210526,0.110667731,0.228772123,0.254536855,0.922176988,0.000234508,0.500752932
Manipur,Imphal West,Civil,1969,1034,665,728,193,9,1,4599,2778,151,1303,364,324,510,3207,504,282,259,1204,961,1756,,,0.38173913,0.202391304,0.943478261,0.056304348,17.68846154,0.080434783,0.266157166,0.309442022,0.94349549,0.000323006,0.467412309
Manipur,Imphal West,Criminal,829,499,330,400,42,6,1,2107,1351,24,701,0,205,366,1300,198,200,164,126,288,949,,,0.450189753,0.212998102,0.921726755,0.077798861,12.76969697,0.111141231,0.31388249,0.325659068,0.921743587,0.000233185,0.462958853
Manipur,Imphal West,Total,2798,1533,995,1128,235,15,2,6706,4129,175,2004,364,529,876,4507,702,482,423,1330,1249,2705,,,0.403309975,0.205755181,0.936782466,0.063068436,15.81603774,0.090097766,0.281196847,0.314585152,0.936799573,0.000288814,0.465963143
Manipur,Bishnupur,Civil,344,202,76,89,17,1,0,729,514,15,56,39,22,154,385,49,51,44,206,203,312,,,0.42739726,0.146575342,0.938356164,0.060273973,16.2,0.086105675,0.297991048,0.224103355,0.9383733,0.000295826,0.483502432
Manipur,Bishnupur,Criminal,128,67,38,122,6,0,0,361,118,3,187,2,44,114,145,9,34,39,18,78,86,,,0.237569061,0.35359116,0.889502762,0.107734807,9.025,0.153906867,0.165638529,0.540615932,0.889519005,0.000164804,0.459899279
Manipur,Bishnupur,Total,472,269,114,211,23,1,0,1090,632,18,243,41,66,268,530,58,85,83,224,281,398,,,0.364802933,0.215398717,0.923006416,0.076076994,12.97619048,0.108681419,0.254348865,0.329329438,0.923023271,0.000236956,0.475379554
Manipur,Thoubal,Civil,366,182,87,95,24,0,0,754,578,4,63,24,7,144,442,12,68,43,217,205,189,,,0.250331126,0.157615894,0.941721854,0.056953642,17.13636364,0.081362346,0.174536529,0.240983579,0.941739051,0.000312924,0.506848636
Manipur,Thoubal,Criminal,312,149,115,105,4,1,12,698,359,5,226,7,24,200,323,24,156,107,23,116,175,,,0.250357654,0.17453505,0.845493562,0.153075823,6.462962963,0.218679747,0.174555025,0.266851775,0.845509002,0.000118019,0.548947206
Manipur,Thoubal,Total,678,331,202,200,28,1,12,1452,937,9,289,31,31,344,765,36,224,150,240,321,364,,,0.250516173,0.16586373,0.896077082,0.103234687,9.61589404,0.147478124,0.174665549,0.253593939,0.896093445,0.000175594,0.526901501
Manipur,Senapati,Civil,74,77,10,21,6,0,0,188,132,6,24,17,12,7,110,15,4,2,56,18,27,,,0.142857143,0.142857143,0.984126984,0.010582011,62.66666667,0.015117158,0.099603235,0.21841849,0.984144955,0.001144346,0.507653065
Manipur,Senapati,Criminal,90,64,23,30,0,0,0,207,122,1,61,1,25,9,100,16,6,6,4,16,25,,,0.120192308,0.144230769,0.966346154,0.028846154,29.57142857,0.041208791,0.083800799,0.220518668,0.9663638,0.000539999,0.520043418
Manipur,Senapati,Total,164,141,33,51,6,0,0,395,254,7,85,18,37,16,210,31,10,8,60,34,52,,,0.131313131,0.143939394,0.977272727,0.02020202,43.88888889,0.028860029,0.091554489,0.220073176,0.977290573,0.000801448,0.513418434
Manipur,Churachandpur,Civil,26,17,9,5,0,0,0,57,54,3,0,0,2,8,22,2,1,0,8,10,5,,,0.086206897,0.086206897,0.982758621,0,57,0,0.0601054,0.131804261,0.982776567,0.001040868,0.536039535
Manipur,Churachandpur,Criminal,27,26,11,14,0,0,0,78,42,2,31,0,3,16,22,12,0,0,0,13,17,,,0.215189873,0.17721519,0.987341772,0,78,0,0.150035252,0.270949519,0.987359802,0.001424345,0.478819453
Manipur,Churachandpur,Total,53,43,20,19,0,0,0,135,96,5,31,0,5,24,44,14,1,0,8,23,22,,,0.161764706,0.139705882,0.992647059,0,135,0,0.112786016,0.213600435,0.992665185,0.002465213,0.500730015
Manipur,Ukhrul,Civil,31,16,7,12,7,0,0,73,38,1,4,2,3,9,46,7,6,1,25,9,17,,,0.22972973,0.256756757,0.972972973,0.013513514,36.5,0.019305019,0.16017277,0.392562962,0.97299074,0.000666521,0.453045917
Manipur,Ukhrul,Criminal,25,11,6,12,0,2,2,58,44,0,1,0,11,15,25,6,5,2,1,4,13,,,0.220338983,0.271186441,0.949152542,0.033898305,19.33333333,0.04842615,0.153625328,0.414624931,0.949169875,0.000353043,0.46016262
Manipur,Ukhrul,Total,56,27,13,24,7,2,2,131,82,1,5,2,14,24,71,13,11,3,26,13,30,,,0.227272727,0.265151515,0.96969697,0.022727273,32.75,0.032467532,0.158459692,0.405397955,0.969714677,0.000598042,0.453571125
Manipur,Chandel,Civil,23,34,4,5,0,0,0,66,17,0,19,3,7,0,46,2,0,0,21,4,4,,,0.059701493,0.074626866,0.985074627,0,66,0,0.041625232,0.114099211,0.985092615,0.001205215,0.544321457
Manipur,Chandel,Criminal,18,13,1,0,1,0,0,33,13,0,8,0,1,4,23,1,8,4,0,14,1,,,0.029411765,0.029411765,0.852941176,0.117647059,6.6,0.168067227,0.020506548,0.044968513,0.852956752,0.000120522,0.629382431
Manipur,Chandel,Total,41,47,5,5,1,0,0,99,30,0,27,3,8,4,69,3,8,4,21,18,5,,,0.05,0.06,0.95,0.04,19.8,0.057142857,0.034861132,0.091735766,0.950017348,0.000361565,0.570702297
Manipur,Tamenglong,Civil,8,20,36,28,2,0,0,94,44,3,44,0,2,11,72,9,1,0,29,2,56,,,0.589473684,0.315789474,0.989473684,0,94,0,0.410994401,0.48281982,0.989491753,0.001716519,0.363404317
